name,category,subtypes,phone,website,address,street,city,state,postal_code,country,country_code,rating,reviews,business_status,working_hours,description,about,latitude,longitude,place_id,google_id,domain,email,company_instagram,company_facebook,booking_appointment_link,verified,photos_count,reviews_per_score_5,reviews_per_score_4,services
Ninalen Health and Beauty Clinic,Wellness center,"Wellness center, Health and beauty shop",+1 647-705-1426,http://www.ninalenclinic.com/,"1200 Burrard St unit 514, Vancouver, BC V6Z 2C7",1200 Burrard St unit 514,Vancouver,British Columbia,V6Z 2C7,Canada,CA,4.9,139,OPERATIONAL,"{""Sunday"": [""11a.m.-7p.m.""], ""Monday"": [""Closed""], ""Tuesday"": [""11a.m.-7p.m.""], ""Wednesday"": [""Closed""], ""Thursday"": [""11a.m.-7p.m.""], ""Friday"": [""11a.m.-7p.m.""], ""Saturday"": [""11a.m.-6p.m.""]}",,"{""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",49.2786905,-123.1291455,ChIJpzPCp_RxhlQRvxIJhQHti-I,0x548671f4a7c233a7:0xe28bed01850912bf,ninalenclinic.com,info@ninalenclinic.com,https://www.instagram.com/ninalenclinic,,,True,11,132,5,"iv_therapy,nad_plus"
Gravity Health,Naturopathic practitioner,Naturopathic practitioner,+1 604-227-2276,https://www.gravityhealthclinics.com/,"903, 750 W Broadway 9th Floor, Vancouver, BC V5Z 1K1","903, 750 W Broadway 9th Floor",Vancouver,BC,V5Z 1K1,Canada,CA,4.9,62,OPERATIONAL,"{""Sunday"": [""Closed""], ""Monday"": [""10a.m.-6p.m.""], ""Tuesday"": [""10a.m.-6p.m.""], ""Wednesday"": [""10a.m.-6p.m.""], ""Thursday"": [""10a.m.-6p.m.""], ""Friday"": [""10a.m.-6p.m.""], ""Saturday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}}",49.263188,-123.1211211,ChIJR9BIEm1zhlQRT6MCwRp4bqc,0x5486736d1248d047:0xa76e781ac102a34f,gravityhealthclinics.com,info@gravityhealthclinics.com,https://www.instagram.com/gravityhealthclinics,,,True,19,60,0,iv_therapy
Denovia Wellness,Wellness center,Wellness center,+1 647-335-2656,http://denoviacanada.com/,"2656 Yonge St Unit 2, Toronto, ON M4P 2J5",2656 Yonge St Unit 2,Toronto,Ontario,M4P 2J5,Canada,CA,5,11,OPERATIONAL,"{""Monday"": [""11a.m.-9p.m.""], ""Tuesday"": [""11a.m.-9p.m.""], ""Wednesday"": [""11a.m.-9p.m.""], ""Thursday"": [""11a.m.-9p.m.""], ""Friday"": [""11a.m.-9p.m.""], ""Saturday"": [""11a.m.-9p.m.""], ""Sunday"": [""11a.m.-9p.m.""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Language assistance"": ""English, Korean, Mandarin, Spanish""}, ""Accessibility"": {""Assistive hearing loop"": false, ""Wheelchair accessible seating"": false, ""Wheelchair-accessible entrance"": false, ""Wheelchair-accessible parking lot"": false, ""Wheelchair-accessible washroom"": false}, ""Amenities"": {""Gender-neutral washroom"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Paid street parking"": true}, ""Other"": {""Identifies as women-owned"": true}}",43.7159189,-79.4006383,ChIJSTtkvhMzK4gRIx7utXJky7Y,0x882b3313be643b49:0xb6cb6472b5ee1e23,denoviacanada.com,xxx@xxx.xxx,https://www.instagram.com/denoviacanada,https://www.facebook.com/DenoviaCanada,https://denoviacanada.com/pages/sound-bath-a-journey-into-stillness-and-sound,True,27,11,0,iv_therapy
Signature Beauty Lounge,Medical spa,Medical spa,+1 905-771-1376,http://signaturebeautylounge.ca/,"30 Carlton St., Toronto, ON M5B 2E9",30 Carlton St.,Toronto,Ontario,M5B 2E9,Canada,CA,4.8,217,OPERATIONAL,"{""Monday"": [""10a.m.-8p.m.""], ""Tuesday"": [""10a.m.-8p.m.""], ""Wednesday"": [""10a.m.-8p.m.""], ""Thursday"": [""10a.m.-8p.m.""], ""Friday"": [""10a.m.-8p.m.""], ""Saturday"": [""10a.m.-8p.m.""], ""Sunday"": [""Closed""]}",,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Skincare treatments"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true}}",43.6616807,-79.3810901,ChIJExuJZ1s1K4gRp9HWwI_i-Uw,0x882b355b67891b13:0x4cf9e28fc0d6d1a7,signaturebeautylounge.ca,info@signaturebeautylounge.ca,https://www.instagram.com/signaturebeautylounges,https://www.facebook.com/signaturebeautylounges/,https://signaturebeautylounge.ca/,True,53,204,2,"glutathione,immune_iv,iv_therapy,nad_plus,vitamin_iv"
"MyBest Clinic, King St, Toronto",Medical spa,"Medical spa, Health and beauty shop, Health spa, Weight loss service",+1 833-697-3848,https://mybestclinic.com/,"642 King St W #101, Toronto, ON M5V 1M7",642 King St W #101,Toronto,Ontario,M5V 1M7,Canada,CA,4.9,143,OPERATIONAL,"{""Monday"": [""Closed""], ""Tuesday"": [""10a.m.-6p.m.""], ""Wednesday"": [""10a.m.-6p.m.""], ""Thursday"": [""10a.m.-6p.m.""], ""Friday"": [""10a.m.-6p.m.""], ""Saturday"": [""10a.m.-6p.m.""], ""Sunday"": [""10a.m.-6p.m.""]}",,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true, ""Restaurant"": false}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",43.6444618,-79.4015876,ChIJs7iqT940K4gRoLsLrHQh_PQ,0x882b34de4faab8b3:0xf4fc2174ac0bbba0,mybestclinic.com,steph@mybestclinic.com,https://www.instagram.com/mybestclinic,https://www.facebook.com/MybestClinics,https://mybestclinic.com/locations/,True,52,140,0,"hydration,iv_therapy"
"Dr. Amauri Caversan, ND",Health consultant,"Health consultant, Alternative medicine practitioner, Naturopathic practitioner, Women's health clinic",+1 416-968-6961,https://torontofunctionalmedicine.com/,"55 Avenue Rd Unit 204, Toronto, ON M5R 3L2",55 Avenue Rd Unit 204,Toronto,Ontario,M5R 3L2,Canada,CA,4.6,35,OPERATIONAL,"{""Monday"": [""9a.m.-6p.m.""], ""Tuesday"": [""9a.m.-5p.m.""], ""Wednesday"": [""9a.m.-6:30p.m.""], ""Thursday"": [""9a.m.-5p.m.""], ""Friday"": [""9a.m.-5p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Payments"": {""Credit cards"": true, ""Debit cards"": true}}",43.6716861,-79.3945298,ChIJDQZ4vK80K4gRHxF3HixXKio,0x882b34afbc78060d:0x2a2a572c1e77111f,torontofunctionalmedicine.com,info@dramauriwellnesscentre.com,,https://www.facebook.com/TorontoFunctionalMedicineCentre/about/,,True,57,31,0,"chelation,iv_therapy,nad_plus"
trove,Wellness center,"Wellness center, Naturopathic practitioner, Reiki therapist, Spa, Yoga studio",+1 647-805-9816,https://trovewellbeing.com/,"426 Adelaide St W, Toronto, ON M5V 1S7",426 Adelaide St W,Toronto,Ontario,M5V 1S7,Canada,CA,4.8,148,OPERATIONAL,"{""Monday"": [""9a.m.-8p.m.""], ""Tuesday"": [""9a.m.-8p.m.""], ""Wednesday"": [""9a.m.-8p.m.""], ""Thursday"": [""9a.m.-8p.m.""], ""Friday"": [""9a.m.-8p.m.""], ""Saturday"": [""9a.m.-7p.m.""], ""Sunday"": [""10a.m.-7p.m.""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Amenities"": {""Gender-neutral washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.646555,-79.3972209,ChIJI_lzILk1K4gRJSiw_mnsU1Q,0x882b35b92073f923:0x5453ec69feb02825,trovewellbeing.com,concierge@trovewellbeing.com,https://www.instagram.com/reel,,,True,119,138,1,"glutathione,iv_therapy,nad_plus"
D Luxe Lab,Skin care clinic,"Skin care clinic, Cosmetic surgeon, Health spa, Medical spa, Plastic surgery clinic",+1 647-660-9660,https://dluxelab.com/,"70 Yorkville Ave Units 31 & 32, Toronto, ON M5R 1B9",70 Yorkville Ave Units 31 & 32,Toronto,Ontario,M5R 1B9,Canada,CA,4.8,169,OPERATIONAL,"{""Monday"": [""9a.m.-7p.m.""], ""Tuesday"": [""9a.m.-7p.m.""], ""Wednesday"": [""9a.m.-7p.m.""], ""Thursday"": [""9a.m.-7p.m.""], ""Friday"": [""9a.m.-7p.m.""], ""Saturday"": [""9:30a.m.-5:30p.m.""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Amenities"": {""Washroom"": true, ""Restaurant"": false}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""Identifies as women-owned"": true}}",43.6715929,-79.3908687,ChIJ8VbgkSY1K4gR1mjZLkSJVqk,0x882b352691e056f1:0xa95689442ed968d6,dluxelab.com,booking@dluxelab.com,https://www.instagram.com/dluxelab,http://www.facebook.com/dluxelab,https://dluxelab.com/free-consultation/,True,14,158,1,vitamin_iv
Skin Society Bar,Medical spa,Medical spa,+1 416-613-5833,http://skinsocietybar.com/,"60 St Clair Ave E #102, Toronto, ON M4T 1N5",60 St Clair Ave E #102,Toronto,Ontario,M4T 1N5,Canada,CA,4.9,560,OPERATIONAL,"{""Monday"": [""Closed""], ""Tuesday"": [""10a.m.-7p.m.""], ""Wednesday"": [""10a.m.-7p.m.""], ""Thursday"": [""10a.m.-7p.m.""], ""Friday"": [""10a.m.-7p.m.""], ""Saturday"": [""10a.m.-6p.m.""], ""Sunday"": [""Closed""]}",,"{""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",43.6888602,-79.3911605,ChIJazrYkZszK4gRDsA9wmHTFVo,0x882b339b91d83a6b:0x5a15d361c23dc00e,skinsocietybar.com,hello@skinsocietybar.com,https://www.instagram.com/skinsocietybar,https://www.facebook.com/skinsocietybar/,https://skinsociety.janeapp.com/,True,99,522,18,iv_therapy
Taya Aesthetics - Botox | PRP | IV Therapy | B12 Shots,Medical spa,"Medical spa, IV therapy service",+1 416-388-3701,https://www.tayaaesthetics.com/,"290 Roncesvalles Ave b1, Toronto, ON M6R 2M4",290 Roncesvalles Ave b1,Toronto,Ontario,M6R 2M4,Canada,CA,5,14,OPERATIONAL,"{""Monday"": [""9a.m.-7p.m.""], ""Tuesday"": [""9a.m.-7p.m.""], ""Wednesday"": [""9a.m.-7p.m.""], ""Thursday"": [""9a.m.-7p.m.""], ""Friday"": [""9a.m.-7p.m.""], ""Saturday"": [""11a.m.-7p.m.""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Offerings"": {""Skincare treatments"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Online scheduling"": true, ""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Free street parking"": true, ""Paid street parking"": true}, ""Other"": {""Identifies as women-owned"": true}}",43.6483805,-79.4502132,ChIJU93J7Ys1K4gRt3Ai_wD76Ek,0x882b358bedc9dd53:0x49e8fb00ff2270b7,tayaaesthetics.com,taya@tayaaesthetics.com,https://www.instagram.com/taya.aesthetics,https://www.facebook.com/taya.aesthetics,https://www.tayaaesthetics.com/treatments,True,7,14,0,"iv_therapy,myers_cocktail"
3D Lifestyle,Medical spa,"Medical spa, Laser hair removal service, Skin care clinic",+1 647-839-5627,https://www.3dlifestyle.ca/toronto/,"5 Clarence Square, Toronto, ON M5V 1H1",5 Clarence Square,Toronto,Ontario,M5V 1H1,Canada,CA,4.8,178,OPERATIONAL,"{""Monday"": [""10a.m.-7p.m.""], ""Tuesday"": [""Closed""], ""Wednesday"": [""10a.m.-7p.m.""], ""Thursday"": [""10a.m.-7p.m.""], ""Friday"": [""10a.m.-7p.m.""], ""Saturday"": [""10a.m.-7p.m.""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.6446482,-79.3940339,ChIJuzZc1f81K4gRYGqpCY-W-ik,0x882b35ffd55c36bb:0x29fa968f09a96a60,3dlifestyle.ca,fozia@retreatskinbodyclinic.com,,,https://booktoronto.3dlifestyle.ca/,True,24,167,1,"glutathione,hangover_iv,hydration,immune_iv,iv_therapy,myers_cocktail,vitamin_iv"
ViViDerma Cosmetic Clinic,Medical spa,"Medical spa, IV therapy service, Medical clinic, Nail salon, Reproductive health clinic, Weight loss service",+1 416-876-5850,https://vividerma.ca/,"933 Mt Pleasant Rd, Toronto, ON M4P 2L7",933 Mt Pleasant Rd,Toronto,Ontario,M4P 2L7,Canada,CA,4.9,39,OPERATIONAL,"{""Monday"": [""10:30a.m.-6:30p.m.""], ""Tuesday"": [""10:30a.m.-6:30p.m.""], ""Wednesday"": [""10:30a.m.-6:30p.m.""], ""Thursday"": [""10:30a.m.-6:30p.m.""], ""Friday"": [""10:30a.m.-6:30p.m.""], ""Saturday"": [""10a.m.-6:30p.m.""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true}, ""Offerings"": {""Skincare treatments"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Online scheduling"": true, ""Washroom"": true}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""On-site parking"": true}, ""Other"": {""Identifies as women-owned"": true}}",43.7120432,-79.3912966,ChIJ1wMogUAzK4gR43HRD5ftbv8,0x882b3340812803d7:0xff6eed970fd171e3,vividerma.ca,info@vividerma.ca,https://www.instagram.com/vividerma.beauty,,https://vividermaclinic.myaestheticrecord.com/online-booking/book-appointment,True,21,38,0,"glutathione,iv_therapy,nad_plus"
30 Hazelton Med Spa Toronto,Medical spa,"Medical spa, Facial spa, Laser hair removal service, Skin care clinic",+1 647-557-9015,https://30hazeltonmedspa.com/%3Futm_campaign%3Dgmb%26utm_content%3D30-hazelton-med-spa-toronto%26utm_medium%3Dorganic%26utm_source%3Dgoogle,"30 Hazelton Ave, Toronto, ON M5R 2E3",30 Hazelton Ave,Toronto,Ontario,M5R 2E3,Canada,CA,4.9,89,OPERATIONAL,"{""Monday"": [""10a.m.-7p.m.""], ""Tuesday"": [""10a.m.-7p.m.""], ""Wednesday"": [""10a.m.-7p.m.""], ""Thursday"": [""10a.m.-7p.m.""], ""Friday"": [""10a.m.-7p.m.""], ""Saturday"": [""10a.m.-7p.m.""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Offerings"": {""Skincare treatments"": true}, ""Amenities"": {""Membership"": true, ""Online scheduling"": true, ""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.6717064,-79.393722,ChIJSY8_K-Q1K4gRu24RAX_X6uA,0x882b35e42b3f8f49:0xe0ead77f01116ebb,30hazeltonmedspa.com,info@30hazelton.com,https://www.instagram.com/30hazelton,,https://reservations.30hazeltonmedspa.com/webstoreNew/services/2bfe16d7-e3ed-4a02-a719-2e957b32a9a3?merchantId=2bfe16d7-e3ed-4a02-a719-2e957b32a9a3&booking_source=booknow&booking_medium=google&rwg_token=AFd1xnFLEI3eLDs1J-BCYboFkdnxRgB22wRM5pXG25417mBv2HBfj2i1H8FuVvhYt63lqlvtEtxF8rT7X5uf8UKqkEgEjG6fG73nLMrAzaQNtPyjpnSO1tU%3D,True,84,87,0,"glutathione,nad_plus"
Canadian Centres for Regenerative Therapy,Medical clinic,Medical clinic,+1 647-250-0898,http://ccrttoronto.ca/,"162 Cumberland St #222, Toronto, ON M5R 0C7",162 Cumberland St #222,Toronto,Ontario,M5R 0C7,Canada,CA,4.2,19,OPERATIONAL,"{""Monday"": [""10a.m.-8p.m.""], ""Tuesday"": [""10a.m.-8p.m.""], ""Wednesday"": [""10a.m.-8p.m.""], ""Thursday"": [""10a.m.-8p.m.""], ""Friday"": [""10a.m.-8p.m.""], ""Saturday"": [""10a.m.-1p.m.""], ""Sunday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true}}",43.6698789,-79.3937442,ChIJ18h4_6Q0K4gR865eEdzzntw,0x882b34a4ff78c8d7:0xdc9ef3dc115eaef3,ccrttoronto.ca,info@ccrttoronto.ca,,https://www.facebook.com/CCRTtoront,,True,1,15,0,"hydration,iv_therapy"
Banff Aesthetics Clinic,Medical spa,"Medical spa, Laser hair removal service, Skin care clinic",+1 647-448-8104,http://www.banffaesthetics.ca/,"396 Pacific Ave #204, Toronto, ON M6P 2R1",396 Pacific Ave #204,Toronto,Ontario,M6P 2R1,Canada,CA,5,125,OPERATIONAL,"{""Monday"": [""10a.m.-8p.m.""], ""Tuesday"": [""10a.m.-8p.m.""], ""Wednesday"": [""10a.m.-8p.m.""], ""Thursday"": [""10a.m.-8p.m.""], ""Friday"": [""10a.m.-8p.m.""], ""Saturday"": [""10:30a.m.-5p.m.""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair-accessible parking lot"": true, ""Wheelchair accessible seating"": false}, ""Offerings"": {""Skincare treatments"": true}, ""Amenities"": {""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Free street parking"": true, ""On-site parking"": true, ""Paid parking lot"": true, ""Paid street parking"": true, ""Valet parking"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.6652909,-79.4686903,ChIJaTcHOTo5K4gRi6umrd7PjB0,0x882b393a39073769:0x1d8ccfdeada6ab8b,banffaesthetics.ca,banffaesthetics@gmail.com,https://www.instagram.com/banffaesthetics,http://www.facebook.com/banffaestheticsTO,https://www.banffaesthetics.ca/,True,91,125,0,hangover_iv
Bodyology Wellness,Massage therapist,"Massage therapist, Acupuncturist, Alternative medicine practitioner, Chinese medicine clinic, Chiropractor, Naturopathic practitioner, Osteopath, Sports massage therapist",+1 416-233-8100,https://bodyintune.ca/locations/bodyology/,"9 St Nicholas St Unit 100, Toronto, ON M4Y 1W5",9 St Nicholas St Unit 100,Toronto,Ontario,M4Y 1W5,Canada,CA,4.7,326,OPERATIONAL,"{""Monday"": [""8a.m.-8p.m.""], ""Tuesday"": [""8a.m.-8p.m.""], ""Wednesday"": [""8a.m.-8p.m.""], ""Thursday"": [""8a.m.-8p.m.""], ""Friday"": [""8a.m.-8p.m.""], ""Saturday"": [""8a.m.-8p.m.""], ""Sunday"": [""8a.m.-8p.m.""]}",,"{""Service options"": {""Onsite services"": true, ""Language assistance"": ""English""}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Gender-neutral washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",43.6652328,-79.3856206,ChIJxcOCPlw1K4gR5g79kR9xnN0,0x882b355c3e82c3c5:0xdd9c711f91fd0ee6,bodyintune.ca,hello@bodyologywellness.co,https://www.instagram.com/bodyintune.bodyology,http://www.facebook.com/bittoronto,https://bodyology.janeapp.com/locations/bodyology/book?rwg_token=AFd1xnGB_PClkoiQSz_cC6fmHP469dxY3YFJCCkpiytxIKiK1zchwZ8JPBP2gjps46xy0NbaditUnHojvuX5u5uTroOfbZf9GstcPR_TcXF4iwdMiT78EgE%3D,True,52,291,7,iv_therapy
Visionary Health Medical Educational Clinic (VHMEC),Medical clinic,"Medical clinic, Acupuncturist, Biofeedback therapist, Counselor, Massage therapist, Naturopathic practitioner, Nurse practitioner, Occupational therapist, Reiki therapist",+1 647-478-9029,https://www.vhmec.com/,"5359 Dundas St W #108, Etobicoke, ON M9B 1B3",5359 Dundas St W #108,Etobicoke,Ontario,M9B 1B3,Canada,CA,5,53,OPERATIONAL,"{""Monday"": [""10a.m.-6p.m.""], ""Tuesday"": [""12-8p.m.""], ""Wednesday"": [""10a.m.-6p.m.""], ""Thursday"": [""12-8p.m.""], ""Friday"": [""10a.m.-6p.m.""], ""Saturday"": [""9a.m.-3p.m.""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Language assistance"": ""English, Portuguese, Russian, Spanish, Ukrainian, Vietnamese""}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Nursing room"": true}, ""Parking"": {""On-site parking"": true, ""Paid parking lot"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.6358361,-79.5397553,ChIJIRnFMZU3K4gRAy7a3vSseUo,0x882b379531c51921:0x4a79acf4deda2e03,vhmec.com,info@vhmec.com,,https://www.facebook.com/576212229112413,https://app.outsmartemr.com/online-booking/14,True,28,53,0,iv_therapy
Rejuuv Medi Spa,Medical spa,"Medical spa, Cosmetics industry, Day spa, Facial spa, Skin care clinic",+1 905-695-6956,https://rejuuvmedispa.com/,"5314 Yonge St, Toronto, ON M2N 5P9",5314 Yonge St,Toronto,Ontario,M2N 5P9,Canada,CA,4.9,196,OPERATIONAL,"{""Monday"": [""10a.m.-7p.m.""], ""Tuesday"": [""10a.m.-7p.m.""], ""Wednesday"": [""10a.m.-7p.m.""], ""Thursday"": [""10a.m.-7p.m.""], ""Friday"": [""10a.m.-7p.m.""], ""Saturday"": [""10a.m.-5p.m.""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Amenities"": {""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.7730864,-79.4140596,ChIJsyn91-MtK4gRKjIq0NKrolk,0x882b2de3d7fd29b3:0x59a2abd2d02a322a,rejuuvmedispa.com,info@berejuved.com,https://www.instagram.com/premieremedirejuve,,,True,34,190,1,iv_therapy
The.Vitamin.Clinic - Care Plus,Naturopathic practitioner,"Naturopathic practitioner, Medical office, Vitamin & supplements store",+1 647-550-9239,https://www.thevitaminclinic.ca/,"Inside Care Plus Rehab, 34 Doncaster Ave Unit 5, Thornhill, ON L3T 4S1","Inside Care Plus Rehab, 34 Doncaster Ave Unit 5",Thornhill,Ontario,L3T 4S1,Canada,CA,5,50,OPERATIONAL,"{""Monday"": [""9a.m.-7p.m.""], ""Tuesday"": [""10a.m.-7p.m.""], ""Wednesday"": [""9a.m.-6p.m.""], ""Thursday"": [""10a.m.-6p.m.""], ""Friday"": [""10a.m.-7p.m.""], ""Saturday"": [""9a.m.-6p.m.""], ""Sunday"": [""10a.m.-4p.m.""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Language assistance"": ""English, Filipino, Korean""}, ""Accessibility"": {""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true, ""Wheelchair-accessible entrance"": false}, ""Amenities"": {""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.8039436,-79.4178314,ChIJTa6IaOctK4gR22fQojhBaeg,0x882b2de76888ae4d:0xe8694138a2d067db,thevitaminclinic.ca,vitamincliniccanada@gmail.com,,,,True,38,49,1,iv_therapy
