name,category,subtypes,phone,website,address,street,city,state,postal_code,country,country_code,rating,reviews,business_status,working_hours,description,about,latitude,longitude,place_id,google_id,domain,email,company_instagram,company_facebook,booking_appointment_link,verified,photos_count,reviews_per_score_5,reviews_per_score_4
HYDRO OASIS WELLNESS,Home health care service,"Home health care service, Spa",+1 780-616-6654,http://www.hydrooasiswellness.com/,"Upstairs inside Hyperbaric Health & Spa, 10328 73 Ave NW Unit 2, Edmonton, AB T6E 6N5","Upstairs inside Hyperbaric Health & Spa, 10328 73 Ave NW Unit 2",Edmonton,Alberta,T6E 6N5,Canada,CA,4.6,11,OPERATIONAL,"{""Sunday"": [""10a.m.-4p.m.""], ""Monday"": [""10a.m.-7p.m.""], ""Tuesday"": [""10a.m.-7p.m.""], ""Wednesday"": [""10a.m.-7p.m.""], ""Thursday"": [""10a.m.-7p.m.""], ""Friday"": [""10a.m.-7p.m.""], ""Saturday"": [""10a.m.-4p.m.""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true, ""Language assistance"": ""English""}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Parking"": {""Free parking lot"": true, ""On-site parking"": true}, ""Other"": {""Identifies as women-owned"": true}}",53.5094005,-113.4962841,ChIJU6Vpa5Ts4UEREaBkcbu6ttI,0x41e1ec946b69a553:0xd2b6babb7164a011,hydrooasiswellness.com,info@hydrooasiswellness.com,,,,True,2,10,0
Bayshore Infusion Clinic,Medical clinic,"Medical clinic, Nursing agency",+1 855-430-0730,https://www.bayshore.ca/locations/bayshore-infusion-clinic-edmonton-ab/,"10230 142 St NW Suite 205, Edmonton, AB T5N 3Y6",10230 142 St NW Suite 205,Edmonton,Alberta,T5N 3Y6,Canada,CA,2.5,13,OPERATIONAL,"{""Sunday"": [""Closed""], ""Monday"": [""8a.m.-4p.m.""], ""Tuesday"": [""8a.m.-4p.m.""], ""Wednesday"": [""8a.m.-4p.m.""], ""Thursday"": [""8a.m.-4p.m.""], ""Friday"": [""8a.m.-4p.m.""], ""Saturday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Debit cards"": true}}",53.5437285,-113.5660854,ChIJrdaD4HYhoFMRU-Np0NUs4KI,0x53a02176e083d6ad:0xa2e02cd5d069e353,bayshore.ca,miashayvon@yahoo.com,https://www.instagram.com/bayshore_health,https://www.facebook.com/bayshorehc,,True,12,4,1
RN & Co. Infusion Lounge,Medical clinic,Medical clinic,+1 780-903-5776,https://www.rninfusionlounge.ca/,"101 Riel Dr, St. Albert, AB T8N 3X4",101 Riel Dr,St. Albert,Alberta,T8N 3X4,Canada,CA,5,239,OPERATIONAL,"{""Sunday"": [""10a.m.-5p.m.""], ""Monday"": [""10a.m.-6p.m.""], ""Tuesday"": [""10a.m.-6p.m.""], ""Wednesday"": [""10a.m.-6p.m.""], ""Thursday"": [""10a.m.-6p.m.""], ""Friday"": [""10a.m.-6p.m.""], ""Saturday"": [""10a.m.-6p.m.""]}",,"{""Service options"": {""Onsite services"": true, ""Language assistance"": ""English""}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Parking"": {""Free parking lot"": true, ""On-site parking"": true}}",53.6121309,-113.6475922,ChIJBwTXChojoFMRh24vqRF0SD8,0x53a0231a0ad70407:0x3f487411a92f6e87,rninfusionlounge.ca,hello@rninfusionlounge.ca,,,https://www.rninfusionlounge.ca/,True,31,239,0
Deerfields Clinic,Medical Center,"Medical Center, Naturopathic practitioner",+1 416-253-9769,http://www.deerfields.ca/,"111 The West Mall Building A, Etobicoke, ON M9C 1B9",111 The West Mall Building A,Etobicoke,Ontario,M9C 1B9,Canada,CA,4.5,38,OPERATIONAL,"{""Monday"": [""8a.m.-5p.m.""], ""Tuesday"": [""8a.m.-5p.m.""], ""Wednesday"": [""8a.m.-5p.m.""], ""Thursday"": [""8a.m.-5p.m.""], ""Friday"": [""8a.m.-5p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Service options"": {""Language assistance"": ""English""}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Parking"": {""Free parking lot"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",43.6183048,-79.5650089,ChIJC0WWnQA4K4gRBLMYZZbuYVg,0x882b38009d96450b:0x5861ee966518b304,deerfields.ca,bpye@deerfields.ca,https://www.instagram.com/deerfields_clinic,https://www.facebook.com/deerfields,https://calendly.com/msantos-deerfields/30min,True,104,33,0
The Lounge Medical Spa & Wellness,Medical spa,Medical spa,+1 780-257-4364,http://www.theloungemedicalspa.com/,"4075 106 St #400, Edmonton, AB T6J 7H3",4075 106 St #400,Edmonton,Alberta,T6J 7H3,Canada,CA,4.6,222,OPERATIONAL,"{""Sunday"": [""10a.m.-3p.m.""], ""Monday"": [""10a.m.-7p.m.""], ""Tuesday"": [""10a.m.-7p.m.""], ""Wednesday"": [""10a.m.-7p.m.""], ""Thursday"": [""10a.m.-7p.m.""], ""Friday"": [""10a.m.-7p.m.""], ""Saturday"": [""10a.m.-3p.m.""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true, ""Assistive hearing loop"": false}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Free parking lot"": true, ""On-site parking"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",53.4778823,-113.503619,ChIJl2Q0YqofoFMRI4nTRCl2cPg,0x53a01faa62346497:0xf870762944d38923,theloungemedicalspa.com,rolahamdan80@hotmail.com,,https://www.facebook.com/theloungemedicalspa/,,True,60,200,2
Cleveland Clinic Canada Downtown,Medical clinic,"Medical clinic, Cardiologist, Dermatologist, Massage therapist, Nutritionist, Orthopedic surgeon, Sports medicine clinic, Urologist",+1 416-507-6600,https://my.clevelandclinic.org/canada,"181 Bay St. 30th Fl, Toronto, ON M5J 2V8",181 Bay St. 30th Fl,Toronto,Ontario,M5J 2V8,Canada,CA,4.2,173,OPERATIONAL,"{""Monday"": [""7a.m.-7p.m.""], ""Tuesday"": [""7a.m.-7p.m.""], ""Wednesday"": [""7a.m.-7p.m.""], ""Thursday"": [""7a.m.-7p.m.""], ""Friday"": [""7a.m.-6:30p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",43.6472628,-79.3788,ChIJq6qqPS3L1IkRXVPjUOSQcWE,0x89d4cb2d3daaaaab:0x617190e450e3535d,my.clevelandclinic.org,longd@ccf.org,,https://www.facebook.com/texasvisiontherapy/,https://my.clevelandclinic.org/canada/contact,True,22,128,11
The Concierge Club,Marketing agency,"Marketing agency, Event planner, Temp agency",+1 416-304-9011,https://www.theconciergeclub.com/%3Futm_source%3DGMBlisting%26utm_medium%3Dorganic,"Toronto Carpet Factory, 67 Mowat Ave #405, Toronto, ON M6K 3E3","Toronto Carpet Factory, 67 Mowat Ave #405",Toronto,Ontario,M6K 3E3,Canada,CA,4.7,31,OPERATIONAL,"{""Monday"": [""6a.m.-6p.m.""], ""Tuesday"": [""6a.m.-6p.m.""], ""Wednesday"": [""6a.m.-6p.m.""], ""Thursday"": [""6a.m.-6p.m.""], ""Friday"": [""6a.m.-6p.m.""], ""Saturday"": [""6a.m.-6p.m.""], ""Sunday"": [""6a.m.-6p.m.""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Other"": {""Identifies as women-owned"": true}}",43.638408,-79.4250691,ChIJ27x0GyI1K4gRwlsagRQXsr4,0x882b35221b74bcdb:0xbeb21714811a5bc2,theconciergeclub.com,john@theconciergeclub.com.au,https://www.instagram.com/theconciergeclub,,,True,24,29,0
Polyclinic Family & Specialty Medicine,Walk-in clinic,"Walk-in clinic, Medical laboratory, X-ray lab",+1 416-222-6160,http://www.polyclinic.ca/,"2 Champagne Dr, Toronto, ON M3J 0K2",2 Champagne Dr,Toronto,Ontario,M3J 0K2,Canada,CA,2.5,341,OPERATIONAL,"{""Monday"": [""9a.m.-7p.m.""], ""Tuesday"": [""9a.m.-7p.m.""], ""Wednesday"": [""9a.m.-7p.m.""], ""Thursday"": [""9a.m.-7p.m.""], ""Friday"": [""9a.m.-7p.m.""], ""Saturday"": [""8a.m.-2p.m.""], ""Sunday"": [""Closed""]}",,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}}",43.7664139,-79.472349,ChIJX8-XAwstK4gRDQnLnktO99I,0x882b2d0b0397cf5f:0xd2f74e4b9ecb090d,polyclinic.ca,tracey.mckillop@polyclinic.ca,,,,True,91,107,13
Essence of Life Organics,Health food store,"Vitamin & supplements store, Grocery store, Health food store",+1 416-506-0345,http://www.essenceoflifeorganics.com/,"48 Kensington Ave, Toronto, ON M5T 2K1",48 Kensington Ave,Toronto,Ontario,M5T 2K1,Canada,CA,4.6,202,OPERATIONAL,"{""Monday"": [""10a.m.-7p.m.""], ""Tuesday"": [""10a.m.-7p.m.""], ""Wednesday"": [""10a.m.-7p.m.""], ""Thursday"": [""10a.m.-7p.m.""], ""Friday"": [""10a.m.-7p.m.""], ""Saturday"": [""9:30a.m.-7p.m.""], ""Sunday"": [""11a.m.-6:30p.m.""]}","Cozy shop packed with natural & organic food, plus household goods & a huge health & beauty section.","{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Delivery"": true, ""In-store shopping"": true, ""Onsite services"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.6539569,-79.4006466,ChIJveIDT8I0K4gRbpTPTkCWKH8,0x882b34c24f03e2bd:0x7f2896404ecf946e,essenceoflifeorganics.com,info@essenceoflifeorganics.com,https://www.instagram.com/essenceoflifeorganics,https://www.facebook.com/147566911967919,,True,115,161,23
HealFlow Elevated Wellness,Massage therapist,"Massage therapist, Acupuncture clinic, Lymph drainage therapist, Sauna, Sports massage therapist",+1 437-983-4325,http://www.healflow.ca/,"49 St Clair Ave W unit 102, Toronto, ON M4V 3A5",49 St Clair Ave W unit 102,Toronto,Ontario,M4V 3A5,Canada,CA,4.9,316,OPERATIONAL,"{""Monday"": [""10a.m.-8p.m.""], ""Tuesday"": [""10a.m.-8p.m.""], ""Wednesday"": [""10a.m.-8p.m.""], ""Thursday"": [""9a.m.-8p.m.""], ""Friday"": [""10a.m.-8p.m.""], ""Saturday"": [""10a.m.-8p.m.""], ""Sunday"": [""10a.m.-6p.m.""]}",,"{""Service options"": {""Onsite services"": true, ""Language assistance"": ""English, Filipino, Russian, Spanish""}, ""Accessibility"": {""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible entrance"": false, ""Wheelchair-accessible washroom"": false}, ""Offerings"": {""Sauna"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Restaurant"": false}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Paid parking garage"": true, ""Paid street parking"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",43.6875262,-79.3959749,ChIJU7xksKE0K4gRxux00cyU6xU,0x882b34a1b064bc53:0x15eb94ccd174ecc6,healflow.ca,juancarlos@healflow.ca,,,https://healflow.janeapp.com/,True,29,305,4
The Clinic at Ossington,Physical therapist,"Medical clinic, Acupuncture clinic, Chiropractor, Massage therapist, Physiotherapist, Rehabilitation center",+1 647-348-3029,https://theclinichealthgroup.com/,"727 Dovercourt Rd, Toronto, ON M6H 1L7",727 Dovercourt Rd,Toronto,Ontario,M6H 1L7,Canada,CA,4.9,193,OPERATIONAL,"{""Monday"": [""9a.m.-9p.m.""], ""Tuesday"": [""9a.m.-9p.m.""], ""Wednesday"": [""9a.m.-9p.m.""], ""Thursday"": [""9a.m.-9p.m.""], ""Friday"": [""9a.m.-9p.m.""], ""Saturday"": [""10a.m.-6p.m.""], ""Sunday"": [""11a.m.-6p.m.""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",43.6608393,-79.4290426,ChIJZXTdWV40K4gRa75RIJwdJP0,0x882b345e59dd7465:0xfd241d9c2051be6b,theclinichealthgroup.com,contact@tcao.ca,https://www.instagram.com/theclinicatchristie,https://www.facebook.com/theclinicatchristie,https://theclinichealthgroup.janeapp.com/locations/the-clinic-at-ossington/book?rwg_token=AFd1xnEYTlleRSHNoU3xkrjdII9_bOoTssPRqUNYl7D-CfNWunhMx8qswwqr4ZvOJH7zdPW1eTKTBCDXlIEoslJzZB5hMlJXkqErDd3erA96ZWq6w5BO69Y%3D,True,25,184,5
Red Carpet On Queen | Cellulite specialist,Massage spa,"Medical spa, Dermatologist, Lymph drainage therapist, Massage spa",+1 416-857-2239,https://redcarpetonqueen.ca/,"25 Hagar Ave, Toronto, ON M6N 3V1",25 Hagar Ave,Toronto,Ontario,M6N 3V1,Canada,CA,5,38,OPERATIONAL,"{""Monday"": [""8a.m.-8p.m.""], ""Tuesday"": [""8a.m.-8p.m.""], ""Wednesday"": [""8a.m.-8p.m.""], ""Thursday"": [""8a.m.-8p.m.""], ""Friday"": [""8a.m.-8p.m.""], ""Saturday"": [""8a.m.-4p.m.""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Offerings"": {""Skincare treatments"": true}, ""Amenities"": {""Online scheduling"": true, ""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Free street parking"": true}, ""Other"": {""Identifies as women-owned"": true}}",43.6698778,-79.4819343,ChIJp6UKWsM3K4gRjje46ir0hD0,0x882b37c35a0aa5a7:0x3d84f42aeab8378e,redcarpetonqueen.ca,redcarpetonqueen@gmail.com,https://www.instagram.com/redcarpetonqueen,https://www.facebook.com/redcarpetonqueen,https://wa.me/14168572239,True,20,38,0
Canada MedLaser Toronto (Midtown),Medical spa,"Medical spa, Laser hair removal service, Skin care clinic",+1 647-370-6026,https://canadamedlaser.ca/location/midtown/%3Futm_campaign%3Dlocal%26utm_content%3Dmidtown-toronto%26utm_medium%3Dorganic%26utm_source%3Dgoogle,"20 Eglinton Ave W Unit 1104-B, Toronto, ON M4R 1K8",20 Eglinton Ave W Unit 1104-B,Toronto,Ontario,M4R 1K8,Canada,CA,4.9,112,OPERATIONAL,"{""Monday"": [""Closed""], ""Tuesday"": [""10a.m.-7p.m.""], ""Wednesday"": [""10a.m.-7p.m.""], ""Thursday"": [""10a.m.-7p.m.""], ""Friday"": [""10a.m.-7p.m.""], ""Saturday"": [""10a.m.-7p.m.""], ""Sunday"": [""Closed""]}",,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",43.7066854,-79.3994791,ChIJiV58TqQzK4gRtkdRcqQU1pc,0x882b33a44e7c5e89:0x97d614a4725147b6,canadamedlaser.ca,olegc@canadamedlaser.ca,,https://www.facebook.com/105466967846963,https://canadamedlaser.ca/consultation/midtown-consultation/,True,7,110,0
Nexus Massage & Rehab,Massage therapist,"Massage therapist, Acupuncturist, Chiropractor, Medical clinic, Osteopath, Physiotherapist, Rehabilitation center, Sports massage therapist",+1 647-557-6267,http://nexushealthclinic.com/,"40 Eglinton Ave E Unit 603, Toronto, ON M4P 3A2",40 Eglinton Ave E Unit 603,Toronto,Ontario,M4P 3A2,Canada,CA,4.9,1356,OPERATIONAL,"{""Monday"": [""8a.m.-9p.m.""], ""Tuesday"": [""8a.m.-9p.m.""], ""Wednesday"": [""8a.m.-9p.m.""], ""Thursday"": [""8a.m.-9p.m.""], ""Friday"": [""8a.m.-9p.m.""], ""Saturday"": [""8a.m.-7p.m.""], ""Sunday"": [""8a.m.-7p.m.""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.70722,-79.3970877,ChIJm1Y-eLszK4gR8Aw-GTKUNv4,0x882b33bb783e569b:0xfe369432193e0cf0,nexushealthclinic.com,cassandra@nexushealthclinic.com,https://www.instagram.com/nexus.clinic,https://facebook.com/nexushealthclinic,https://nexusclinic.clinicsense.com/book,True,64,1293,36
ALPHA Health Services Physiotherapy Toronto,Physical therapist,"Physiotherapist, Acupuncturist, Kinesiologist, Massage therapist, Pregnancy care center, Rehabilitation center, Sports massage therapist",+1 416-545-1881,https://www.alphahealthservices.ca/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dlocal%26utm_content%3DToronto,"40 Holly St #901, Toronto, ON M4S 3C3",40 Holly St #901,Toronto,Ontario,M4S 3C3,Canada,CA,5,194,OPERATIONAL,"{""Monday"": [""9a.m.-8p.m.""], ""Tuesday"": [""9a.m.-8p.m.""], ""Wednesday"": [""9a.m.-8p.m.""], ""Thursday"": [""9a.m.-8p.m.""], ""Friday"": [""9a.m.-5p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",43.7055624,-79.3964693,ChIJ5_hxSTszK4gRWuaCLHeJHcs,0x882b333b4971f8e7:0xcb1d89772c82e65a,alphahealthservices.ca,info@alphahealthservices.ca,,https://www.facebook.com/109203891303465,https://alphahealthservices.janeapp.com/locations/alpha-health-services-midtown/book?rwg_token=AFd1xnH_grx96jljd84BqjozOJUMW71s3Yxd40VGkXqKKyf7pe64w9MHDZ9CVsv4Nc2aEG589YtBXu2dxXbhAyBnE9H_xcGsBacOcsby7KGnljixlmxUQBc%3D,True,32,193,1
Body & Soul Massage Therapy,Medical spa,"Medical spa, Acupuncturist, Facial spa, Laser hair removal service, Massage spa, Skin care clinic",+1 416-761-9000,http://www.bodyandsoultherapy.ca/,"2195 Bloor St W A, Toronto, ON M6S 1N2",2195 Bloor St W A,Toronto,Ontario,M6S 1N2,Canada,CA,4.7,367,OPERATIONAL,"{""Monday"": [""9a.m.-9p.m.""], ""Tuesday"": [""9a.m.-9p.m.""], ""Wednesday"": [""9a.m.-9p.m.""], ""Thursday"": [""9a.m.-9p.m.""], ""Friday"": [""9a.m.-9p.m.""], ""Saturday"": [""10a.m.-5p.m.""], ""Sunday"": [""10a.m.-5p.m.""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": false}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",43.6511454,-79.475077,ChIJv9TFOoE2K4gRehrPfz4w9PU,0x882b36813ac5d4bf:0xf5f4303e7fcf1a7a,bodyandsoultherapy.ca,etobicoke@bodyandsoultherapy.ca,https://www.instagram.com/bodyandsoulmassagetherapy,https://www.facebook.com/Body-Soul-Massage-Therapy-142260915820746/,https://bodyandsoul.zenoti.com/webstoreNew/services/1021463b-9f15-4f27-bc3e-e55d48a8f9bf?merchantId=1021463b-9f15-4f27-bc3e-e55d48a8f9bf&booking_source=booknow&booking_medium=google&rwg_token=AFd1xnElYxJmkuclrtKowzNp_WlFI_Eth3Ax6lSp7rTnWoJOAUCViPGwhea0tJcw8j6GEtniZOiTt9eb66Ecqz2CeZ54SBfHUQ%3D%3D,True,22,310,27
Unbounded,Wellness program,Wellness program,+1 647-300-7381,http://www.stayunbounded.com/,"33 Stewart St, Toronto, ON M5V 2V8",33 Stewart St,Toronto,Ontario,M5V 2V8,Canada,CA,4.5,37,OPERATIONAL,"{""Monday"": [""6a.m.-8p.m.""], ""Tuesday"": [""6a.m.-8p.m.""], ""Wednesday"": [""6a.m.-8p.m.""], ""Thursday"": [""6a.m.-8p.m.""], ""Friday"": [""6a.m.-8p.m.""], ""Saturday"": [""6a.m.-8p.m.""], ""Sunday"": [""6a.m.-1p.m.""]}",,,43.6434143,-79.400754,ChIJd_tYP1s1K4gRMfA970BcU3w,0x882b355b3f58fb77:0x7c535c40ef3df031,stayunbounded.com,info@stayunbounded.com,https://www.instagram.com/stayunbounded,https://www.facebook.com/stayunbounded/,,True,420,32,0
The Clinic at Christie,Physical therapist,"Physiotherapist, Acupuncturist, Chiropractor, Family practice physician, Massage therapist, Medical Center, Personal trainer, Social worker, Walk-in clinic",+1 416-536-8000,https://theclinichealthgroup.com/,"672 Dupont St Unit 106, Toronto, ON M6G 1Z6",672 Dupont St Unit 106,Toronto,Ontario,M6G 1Z6,Canada,CA,4.6,232,OPERATIONAL,"{""Monday"": [""8a.m.-9p.m.""], ""Tuesday"": [""8a.m.-9p.m.""], ""Wednesday"": [""8a.m.-9p.m.""], ""Thursday"": [""8a.m.-9p.m.""], ""Friday"": [""8a.m.-9p.m.""], ""Saturday"": [""10a.m.-6p.m.""], ""Sunday"": [""10a.m.-4p.m.""]}",,"{""Service options"": {""Onsite services"": true, ""Language assistance"": ""English, French, Korean, Portuguese, Spanish""}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Free parking lot"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",43.6719307,-79.4219481,ChIJfwz3uXs1K4gRjJQwEo3KDhI,0x882b357bb9f70c7f:0x120eca8d1230948c,theclinichealthgroup.com,contact@tcao.ca,https://www.instagram.com/theclinicatchristie,https://www.facebook.com/theclinicatchristie,https://theclinichealthgroup.janeapp.com/locations/the-clinic-at-christie-2bba037c-31ed-466a-9437-86a22d9a4fe3/book?rwg_token=AFd1xnFKeUOVbJDCgHVug370CcjnKGy0eecH981oWwl5ljF6KiDuy6oCBeN732don3fsRmsGMwZFIRXtLobSCDjK3hnu-P2dpxxdgaWuVQ2BtlrmLVR-gi0%3D,True,25,201,4
Jiva Spa Toronto,Medical spa,"Medical spa, Beauty salon, Facial spa, Hair removal service, Laser hair removal service, Nail salon, Skin care clinic, Skin care products vending machine, Waxing hair removal service",+1 416-934-0100,http://jivamedspa.ca/,"390 Bloor St W, Toronto, ON M5S 1X4",390 Bloor St W,Toronto,Ontario,M5S 1X4,Canada,CA,4.8,129,OPERATIONAL,"{""Monday"": [""11a.m.-7p.m.""], ""Tuesday"": [""11a.m.-7p.m.""], ""Wednesday"": [""11a.m.-7p.m.""], ""Thursday"": [""11a.m.-7p.m.""], ""Friday"": [""10a.m.-5p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""1-5p.m.""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""Identifies as women-owned"": true}}",43.666175,-79.407016,ChIJNSi6mJY0K4gRGWxBm4KHrsA,0x882b349698ba2835:0xc0ae87829b416c19,jivamedspa.ca,info@jivamedspa.com,https://www.instagram.com/jivaspa,https://www.facebook.com/JivaSpaToronto,,True,29,116,5
